Event,Type,Net,Length,Maturity,Board number,Comment,Dorsal,Lateral,,Col8,Bin,Frequency,Measurer
65,RMT8,1,47,MA1,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,37,37,0,SOF
65,RMT8,1,53,FA2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,38,38,0,SOF
65,RMT8,1,43,MS2,1,,Event_65_Net_1_Board_1_Dorsal.JPG,Event_65_Net_1_Board_1_Lateral.JPG,,39,39,0,SOF
65,RMT8,1,52,MA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,40,40,0,SOF
65,RMT8,1,44,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,41,41,1,SOF
65,RMT8,1,51,MA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,42,42,0,SOF
65,RMT8,1,56,FA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,43,43,2,SOF
65,RMT8,1,49,MA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,44,44,1,SOF
65,RMT8,1,51,MA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,45,45,0,SOF
65,RMT8,1,51,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,46,46,2,SOF
65,RMT8,1,50,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,47,47,8,SOF
65,RMT8,1,51,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,48,48,8,SOF
65,RMT8,1,49,MA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,49,49,17,SOF
65,RMT8,1,53,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,50,50,7,SOF
65,RMT8,1,49,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,51,51,9,SOF
65,RMT8,1,52,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,52,52,11,SOF
65,RMT8,1,47,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,53,53,9,SOF
65,RMT8,1,46,FA1,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,54,54,8,SOF
65,RMT8,1,47,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,55,55,7,SOF
65,RMT8,1,52,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,56,56,7,SOF
65,RMT8,1,49,MA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,57,57,1,SOF
65,RMT8,1,50,MA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,58,58,0,SOF
65,RMT8,1,53,FA2,2,,Event_65_Net_1_Board_2_Dorsal.JPG,Event_65_Net_1_Board_2_Lateral.JPG,,59,59,0,SOF
65,RMT8,1,55,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,60,60,0,SOF
65,RMT8,1,52,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,61,61,0,SOF
65,RMT8,1,53,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,62,62,0,SOF
65,RMT8,1,52,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,63,63,0,SOF
65,RMT8,1,56,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,64,64,0,SOF
65,RMT8,1,48,MA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,65,65,0,SOF
65,RMT8,1,49,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,0,SOF
65,RMT8,1,53,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,49,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,48,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,52,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,55,FA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,MA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,55,MA2,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,48,MS1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,FA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,47,MA1,3,,Event_65_Net_1_Board_3_Dorsal.JPG,Event_65_Net_1_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,1,54,MA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,56,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,53,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,47,MA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,52,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,55,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,48,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,MA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,MA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,53,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,48,FA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,47,FA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,56,MA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,47,FA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,56,FA2,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,50,FA1,4,,Event_65_Net_1_Board_4_Dorsal.JPG,Event_65_Net_1_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,1,54,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,54,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,53,MA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,49,MA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,52,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,49,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,,,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,51,MA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,46,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,52,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,41,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,48,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,50,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,48,MA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,55,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,50,FA2,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,47,MA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,1,55,FA1,5,,Event_65_Net_1_Board_5_Dorsal.JPG,Event_65_Net_1_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,20,20,0,SOF
65,RMT8,2,56,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,21,21,0,SOF
65,RMT8,2,53,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,22,22,0,SOF
65,RMT8,2,48,MS3,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,23,23,0,SOF
65,RMT8,2,53,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,24,24,0,SOF
65,RMT8,2,56,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,25,25,0,SOF
65,RMT8,2,53,MA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,26,26,0,SOF
65,RMT8,2,52,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,27,27,0,SOF
65,RMT8,2,52,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,28,28,0,SOF
65,RMT8,2,49,MS2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,29,29,0,SOF
65,RMT8,2,50,MA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,30,30,0,SOF
65,RMT8,2,53,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,31,31,0,SOF
65,RMT8,2,51,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,32,32,0,SOF
65,RMT8,2,43,FA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,33,33,0,SOF
65,RMT8,2,50,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,34,34,0,SOF
65,RMT8,2,50,FA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,35,35,0,SOF
65,RMT8,2,52,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,36,36,0,SOF
65,RMT8,2,52,FA1,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,37,37,0,SOF
65,RMT8,2,54,MA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,38,38,0,SOF
65,RMT8,2,57,FA2,1,,Event_65_Net_2_Board_1_Dorsal.JPG,Event_65_Net_2_Board_1_Lateral.JPG,,39,39,0,SOF
65,RMT8,2,50,FA1,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,40,40,0,SOF
65,RMT8,2,52,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,41,41,1,SOF
65,RMT8,2,52,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,42,42,1,SOF
65,RMT8,2,53,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,43,43,2,SOF
65,RMT8,2,55,MA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,44,44,2,SOF
65,RMT8,2,46,MS2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,45,45,0,SOF
65,RMT8,2,52,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,46,46,4,SOF
65,RMT8,2,44,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,47,47,8,SOF
65,RMT8,2,47,MA1,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,48,48,12,SOF
65,RMT8,2,51,MA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,49,49,13,SOF
65,RMT8,2,49,FA1,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,50,50,10,SOF
65,RMT8,2,47,FA1,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,51,51,7,SOF
65,RMT8,2,43,MS2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,52,52,14,SOF
65,RMT8,2,47,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,53,53,8,SOF
65,RMT8,2,48,MA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,54,54,7,SOF
65,RMT8,2,46,MS3,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,55,55,3,SOF
65,RMT8,2,48,MS3,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,56,56,7,SOF
65,RMT8,2,42,FA1,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,57,57,1,SOF
65,RMT8,2,49,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,58,58,0,SOF
65,RMT8,2,48,FA2,2,,Event_65_Net_2_Board_2_Dorsal.JPG,Event_65_Net_2_Board_2_Lateral.JPG,,59,59,0,SOF
65,RMT8,2,51,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,60,60,0,SOF
65,RMT8,2,52,MA1,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,61,61,0,SOF
65,RMT8,2,50,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,62,62,0,SOF
65,RMT8,2,44,FA1,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,63,63,0,SOF
65,RMT8,2,54,MA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,64,64,0,SOF
65,RMT8,2,54,MA1,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,65,65,0,SOF
65,RMT8,2,53,MA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,0,SOF
65,RMT8,2,49,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,48,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,48,MA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,46,MS3,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,52,MA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,56,MA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,56,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,51,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,56,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,50,MA1,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,55,FA2,3,,Event_65_Net_2_Board_3_Dorsal.JPG,Event_65_Net_2_Board_3_Lateral.JPG,,,,,SOF
65,RMT8,2,48,MA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,52,FA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,46,MS3,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,47,MS2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,54,FA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,47,MS2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,50,MA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,50,FA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,48,MA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,52,MA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,49,MA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,51,MA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,54,MA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,56,FA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,51,FA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,54,MA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,47,FA1,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,56,MA2,4,,Event_65_Net_2_Board_4_Dorsal.JPG,Event_65_Net_2_Board_4_Lateral.JPG,,,,,SOF
65,RMT8,2,54,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,48,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,50,MA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,47,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,41,FA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,50,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,48,MA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,48,FA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,52,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,52,MA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,48,FA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,53,MA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,53,FA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,49,MA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,55,MA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,51,MA2,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,47,FA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,49,FA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
65,RMT8,2,49,MA1,5,,Event_65_Net_2_Board_5_Dorsal.JPG,Event_65_Net_2_Board_5_Lateral.JPG,,,,,SOF
